id,text,y
1620,生而影不与吾形相依 死而魂不与吾梦相接,1
1621,钉头磷磷 多于在庾之粟粒,1
1622,宥而彰之 使夫蓄于心者,1
1623,北方人多自己称名 这是古代的遗风,0
1624,从前门架桥进洞 大约四五里深,0
1625,明日徐公来 孰视之 自以为不如,1
1626,春秋 的语言精练准确,0
1627,但词意简练深远 介绍事物表达感情,0
1628,蜀地百姓还和以前一样庆贺新春 一直都没有什么敌寇前来入侵,0
1629,先王知壅蔽之伤国也 故置公卿 大夫 士,1
1630,若寻常坟典 为生什物,1
1631,而楼上人往来屑屑 或凭或立 不一状,1
1632,如今我守了寡 你又做官,0
1633,二石米为薄粥 仅得遍焉,1
1634,便同意了越国的求和,0
1635,那么 自从有诗人以来 就没有谁超出杜甫,0
1636,学问有利和钝 文章有巧和拙,0
1637,市军散 还至魏地 欲立魏后故宁陵君咎为魏王,1
1638,杨诚斋诗云 海涌银为郭 江横玉系腰 者是也,1
1639,吾雅爱其手迹 常所宝持,1
1640,袒右 称大楚,1
1641,城市变得隐隐约约,0
1642,征询我对时局大事的意见,0
1643,而且还会把您捆绑起来送回赵国,0
1644,荷贞人兮信义长 令骨肉兮还故乡,1
1645,序八州而朝同列 百有余年矣,1
1646,及春夏间 九水发而后有湖,1
1647,儿子又有儿子 儿子又有孙子,0
1648,限以大分 故稀斗阋之耻,1
1649,被提拔授官国子博士,0
1650,楚地的诗人进行创作并且幽怨悲愤的情绪繁盛,0
1651,天各一方 不能相问,1
1652,少私寡欲 忌盈恶满 周穷恤匮,1
1653,其妻明鉴妇人也 泣而谏之,1
1654,本来是应该继承家业的,0
1655,朝济而夕设版焉 君之所知也,1
1656,周文王年九十七岁 武王年九十三岁 穆王在位百年,1
1657,一眼望去树木茂盛,0
1658,上面用锦帐遮盖 晚上点上烛火,0
1659,天下人都为晁错因尽忠而遭杀身之祸而痛心,0
1660,懂技艺的人则考虑方法技术,0
1661,谨庠序之教 申之以孝悌之义 颁白者不负戴于道路矣,1
1662,百姓多闻其贤 未知其死也,1
1663,罗彦曰 小民无知 非鼓以大义 气不壮,1
1664,故天将降大任于是人也,1
1665,名为治平无事 而其实有不测之忧,1
1666,又说 文人大多轻薄,0
1667,吾念汝从于东 东亦客也 不可以久,1
1668,已而叹曰 有客无酒,1
1669,壶遂说,0
1670,后值倾覆 受任于败军之际,1
1671,事义为皮肤 华而为冠冕,1
1672,有的句读向老师学习 有的疑惑却不向老师学习,0
1673,环绕滁州的都是山,0
1674,辞与理竞 辞胜而理伏,1
1675,能对她怎么样呢,0
1676,中有一夫前曰 此 钱塘破阵乐,1
1677,仆良恨修己之不亮 素誉之不立,1
1678,客皆甘而不能绝于口以醉,1
1679,晋侯 秦伯围郑,1
1680,余闻之也久,1
1681,简则慈孝不接 狎则怠慢生焉,1
1682,以衾拥覆 久而乃和,1
1683,欲降者 取我首去,1
1684,数至八层 裁如星点,1
1685,大多被罗彦批驳纠正,0
1686,然后践华为城 因河为池,1
1687,不与刘湛等人同流合污,0
1688,江南地方至今对称字不避讳,0
1689,他老人家的意思是把希望寄托在我的身上呀,0
1690,顷以端居多暇 害事都捐 游目简编,1
1691,惟坐而待亡 孰与伐之 是故托臣而弗疑也,1
1692,让他们监督施工而且自己决断,0
1693,物情怨骇  竟以不办而还,1
1694,且贤称噪于士民 甫下车而库亏何也,1
1695,为夫婿所薄 舅姑不念 以至于此,1
1696,相如曰 五步之内 相如请得以颈血溅大王矣,1
1697,及征化及还 而王世充权兵专制,1
1698,赖明公兮引素书 令骨肉兮家如初,1
1699,颂扬周王朝 并非全是抨击和讥刺,0
1700,岁赋其二 募有能捕之者 当其租入,1
1701,自康乐以来 未复有能与其奇者,1
1702,子墨子解带为城 以牒为械,1
1703,过赛公桥 上山 是金鸡哨,0
1704,秦王谓轲曰 起 取武阳所持图,1
1705,毅许之 今以至此,1
1706,然视其左右 来而记之者已少,1
1707,将军身率益州之众出于秦川,1
1708,就是说书读得熟了 那么不依靠别人解释说明,0
1709,世人多蔽 贵耳贱目 重造轻近,1
1710,必有盛才重誉 改革体裁者 实吾所希,1
1711,前有谗而弗见 后有贼而不知,1
1712,曾参的妻死去 他对儿子说,0
1713,安可言木石之雕刻 乃胜金玉之矿璞哉,1
1714,因告辞曰 愿得生归 以避复来,1
1715,这样一直到死 有什么好处呢,0
1716,使受恩者知其所归 怀爱者知其所付,1
1717,音容在人们的眼睛中时常闪现,0
1718,而又将与越之人图其废也,1
1719,洞庭为沅湘等九水之委 当其涸时 如匹练耳,1
1720,深山的树木 上指青云,0
1721,在长勺和齐军作战,0
1722,应呵反笑 至有识知 谓法当尔,1
1723,家富良马 其子好骑 堕而折其髀,1
1724,然若喜若悲 零泪如丝,1
1725,顾吾念之 强秦之所以不敢加兵于赵者,1
1726,那么 郭家的功名还能保存多少呢,0
1727,后虽有臣 仆之称 行者盖亦寡焉,1
1728,使贾谊遭受委屈 贬于长沙 并不是没有圣明的君主,0
1729,皆再拜稽首曰 然,1
1730,十七年二月 贼逼京师,1
1731,先杀掉妻子 儿女而后出动 守城事务全都交给您了,0
1732,这种世袭的统治者,0
1733,佚之狐言于郑伯曰 国危矣,1
1734,我羡慕宗悫那种 乘长风破万里浪的英雄气概,0
1735,一个石洞朝东 有四丈高 水从洞中涌出,0
1736,先帝创业未半而中道崩殂,1
1737,去颜洞的路 应当顺着府城向南走 过泸江桥,0
1738,一个脸色苍老的老人,0
1739,公孙度的儿子公孙康截留诏命 不对管宁宣布,0
1740,于是就答应斋戒五天 把相如安置在广成宾馆,0
1741,以演之及尚书祠部郎江邃并兼散骑常侍,1
1742,开户视之 不见其处,1
1743,子墨子曰 请献十金,1
1744,故曰 至人无己 神人无功 圣人无名,1
1745,为火所焚 随波而逝,1
1746,允许他五天到中书省一次商量政事,0
1747,都把精华收敛到心中 并且各显其成,0
1748,张方平恰好是合适的人选,0
1749,使家庭的名声暂时受挫,0
1750,当此时 楚兵数千人为聚者 不可胜数,1
1751,陈涉之位 非尊于齐 楚 燕 赵 韩 魏 宋 卫 中山之君也,1
1752,取判铺背上 以大杖击二十,1
1753,余人各复延至其家 皆出酒食,1
1754,王子曰 仲永之通悟 受之天也,1
1755,所以经霜而不变得肃杀的 是植物的灾难,0
1756,赵王以为然 因不西兵,1
1757,鲁之裕 字亮侪 是位了不起的男子,0
1758,覃从容奏曰 经籍讹谬 博士相沿 难为改正,1
1759,因为这个缘故 我握着笔又感到很悲哀,0
1760,年轻时就稍稍展示了自己的才华,0
1761,而史官亦书之于其传 意使天下之人,1
1762,天下匈匈 海内乏主 掎鹿争捷 瞻乌爰处,1
1763,诸侯国和郡县各占一半疆域,0
1764,不比那光阅读古书上的训诫,0
1765,荀卿说过,0
1766,无憾 而後即安,1
1767,我蔺相如虽然无能 难道会害怕廉将军吗,0
1768,村里的人看见了渔人 感到非常惊讶,0
1769,何不把诸侯王完全废除掉来保全那里的人民呢,0
1770,他听到这个消息 高兴地计划着前往桃花源,0
1771,邹孟轲母 号孟母,1
1772,因此学生不一定不如老师,0
1773,国不可使预政 家不可使干蛊,1
1774,我自当出城屯兵于蠡县扼守流贼必经之路,0
1775,潘尼称他的祖叫家祖 这都是古人所做的 而为今人所笑的,0
1776,上古有大椿者 以八千岁为春 八千岁为秋,1
1777,不久我将见到父亲 聆听他的教诲,0
1778,昨下第 闲驱泾水右涘,1
1779,身无禄位 妻子饥寒者,1
1780,当地人说,0
1781,故忽於持操 果於进取,1
1782,焚顶烧指 百十为群,1
1783,已持臣守圉之器 在宋城上而待楚寇矣,1
1784,因左手把秦王之袖 而右手持匕首揕之,1
1785,供宾客乎 将炫外以惑愚瞽也,1
1786,但是郡县不能正确发挥郡县制的作用,0
1787,逃谗于楚 废死兰陵,1
1788,婚姻素对 靖候成规,1
1789,怎能在白头时改变心情,0
1790,洞的直径大约二十丈,0
1791,起新阳 攻陈下之 杀庄贾 复以陈为楚,1
1792,今大王亦宜斋戒五日 设九宾于廷 臣乃敢上璧,1
1793,今者项庄拔剑舞 其意常在沛公也,1
1794,案土息民以待其弊 收弱扶罢以令大国之君,1
1795,以是承君之官 余惧穆伯之绝祀也,1
1796,此童终为令器,1
1797,臣观大王无意偿赵王城邑 故臣复取璧,1
1798,莫过于表面上社会安定没有祸乱,0
1799,而天子不以察 以错为之说,1
1800,嗟乎 使六国各爱其人 则足以拒秦,1
1801,郡县民庶 竞修笺书,1
1802,唐朝建立以后 设置州县 任命州县的长官,0
1803,这一年 我在徐州辅佐军务 派去接你的人刚动身,0
1804,于是宾客无不变色离席,1
1805,沛公曰 君安与项伯有故 张良曰,1
1806,您的命运与仇敌相合 不时遭受失败,0
1807,何则 质性自然 非矫厉所得,1
1808,忽然 一阵大风刮起 空气中的尘土之大,0
1809,国之将兴 必有世德之臣,1
1810,可以获得很多的好处,0
1811,吾每读圣人之书 未尝不肃敬对之,1
1812,房屋忽高忽低 幽深迷离 使人不能分辨东西,0
1813,那么 有才德的人的有无 政事的废兴,0
1814,父母宗族 皆为戮没,1
1815,起视四境 而秦兵又至矣,1
1816,觉得上面有汗水和唾水 就不忍再阅读使用,0
1817,如果不同意 那么不能责成办理,0
1818,覃于经术该深 谆笃守正 帝尤重之,1
1819,乃取一葫芦置于地 以钱覆其口,1
1820,探寻那些久已失传的古代儒家学说,0
1821,时恐急 剑坚 故不可立拔,1
1822,唐尧 虞舜时代的昌盛,0
1823,回答说 李密 是君子 王公 是小人,0
1824,禁童子之暴道 则师友之诫,1
1825,陵夷迄于幽 厉 王室东徙 而自列为诸侯,1
1826,但使不失体裁 辞意可观 便称才士,1
1827,孔子师郯子 苌弘 师襄 老聃,1
1828,且秦灭韩亡魏 而君以五十里之地存者,1
1829,天下已经大乱 皇上还不知道,0
1830,白孝德大为震惊恐慌 召见太尉说,0
1831,念乡人有客于泾阳者 遂往告别,1
1832,公为我献之,1
1833,有学艺者 触地而安,1
1834,黼黻 锦绣罗绮之工 大优于江东也,1
1835,若夫日出而林霏开 云归而岩穴暝,1
1836,从信与阁门使商凤责授闲厩使 阁门祗候 佘抵罪有差,1
1837,公输盘服,1
1838,河北交际应酬 多凭妇女 绮罗金翠 不能短少,0
1839,官吏犯了罪可以罢免 有才干可以奖赏,0
1840,言讫 歔欷流涕 悲不自胜,1
1841,皆收养之,1
1842,毅 大王之乡人也,1
1843,议论得失 就昏昏然张口结舌 像坐在云雾之中,0
1844,屠户从后面砍断狼的大腿 也杀死了这只狼,0
1845,这是老夫的幸事啊,0
1846,治家之宽猛 亦犹国焉,1
1847,始悔为导者误 乃舍水洞 觅南明 万象二陆洞,1
1848,其余财宝 不可胜言,1
1849,将以实笾豆 奉祭祀,1
1850,大概是东野的使者不知道向你的家人问明日期,0
1851,所以写了这篇记,0
1852,我曾从先父那里听说,0
1853,来到焦令谌的住处 见到焦令谌大骂说,0
1854,暴其威刑 竭其货贿,1
1855,几个月以后 还不时地有人偶尔进谏,0
1856,北山愚公者 年且九十 面山而居,1
1857,舟首尾长约八分有奇 高可二黍许,1
1858,臣密今年四十有四 祖母今年九十有六,1
1859,选拔优秀人才 培养造就人才,0
1860,当时渡海避难的人 大多住在郡的南部,0
1861,命与仇谋 取败几时,1
1862,这才请求驻军调集民船来运送 这可以仓促办到吗,0
1863,四境之内莫不有求于王 由此观之 王之蔽甚矣,1
1864,照着镜子里的自己 更是觉得自己与徐公相差甚远,0
1865,今纵未能即行 岂可恣之转令盛也,1
1866,道士顾笑 予亦惊寤,1
1867,毅良久稍安 乃获自定,1
1868,本来就知道臣下要去征讨敌人 是能力微弱而敌人强大的,0
1869,这话大概说的是五柳先生这一类的人吧,0
1870,今吾以十倍之地 请广于君 而君逆寡人者 轻寡人与,1
1871,觥筹交错 起坐而喧哗者 众宾欢也,1
1872,怀帝阍而不见 奉宣室以何年,1
1873,全场静悄悄的 没有人敢大声说话,0
1874,临高能赋 闲暇微吟,1
1875,不近有情 乃儒雅之罪人 弹议所当加也,1
1876,而大小毛角 则无别羊焉,1
1877,江干上下十余里间 珠翠罗绮溢目 车马塞途,1
1878,重叠双脚站立 闭上嘴巴不敢说话,0
1879,存之于目 故其思之于心也固,1
1880,昔者 王侯自称孤 寡 不谷,1
1881,这正因为是父亲所常讲习 经校勘抄写,0
1882,吾今所以复为此者 非敢轨物范世也,1
1883,向天空中极目远眺 在假日里尽情欢娱,0
1884,脚上的皮肤都冻裂却不知道,0
1885,欲先征化及 报复冤耻 然后凯旋 入拜天阙,1
1886,齐朝有一士大夫 尝谓吾曰,1
1887,李建泰的卫队为流贼做内应 城市因而陷落,0
1888,到达汉水南岸 好吗,0
1889,水陆草木之花 可爱者甚蕃,1
1890,而俸禄又不足以供养自己 让百姓怎么办呢,0
1891,残害亲生骨肉 这样岂能盼望上天降福吗,0
1892,归去来兮 请息交以绝游,1
1893,行虽修而不显于众,1
1894,初官行人 奉使旋里 乡郡三被兵 佐当事守御 三著功,1
1895,宜山者山 宜庭者庭,1
1896,假如其身至今尚在 奉其国命,1
1897,子子孙孙无穷匮也,1
1898,然陈涉瓮牖绳枢之子 氓隶之人 而迁徙之徒也,1
1899,宫中府中 俱为一体 陟罚臧否 不宜异同,1
1900,其中一定有可以当我的老师的人,0
1901,二十多个国君 经常在诸侯中称雄,0
1902,少时 一狼径去 其一犬坐于前,1
1903,屠自后断其股 亦毙之,1
1904,饮食运为 恣其所欲 宜诫翻奖,1
1905,恭前后所资遗 皆受而藏诸,1
1906,岁满复来 无久居人世以自苦也,1
1907,如秉独夜行 犹贤乎瞑目而无见者也,1
1908,子墨子见王 曰 今有人于此,1
1909,这是西汉之所以兴隆的原因,0
1910,自从汉朝建立以来,0
1911,刑人如恐不胜 天下皆叛之,1
1912,舸舰塞满了渡口 尽是雕上了青雀黄龙花纹的大船,0
1913,先帝深虑汉 贼不两立 王业不偏安 故托臣以讨贼也,1
1914,能看清最细微的东西,0
1915,日群行丐取于市 不嗛 辄奋击折人手足,1
1916,是故 礼 以节人 乐,1
1917,有识旁观 代其入地,1
1918,近来得了软脚病 时常发作疼得厉害,0
1919,坐贻聋瞽 使闺窗孺弱 远罹构害,1
1920,满座的宾客没有一个不伸长脖子 偏着头仔细听,0
1921,他的同乡说 当权的人自会谋划这件事 你又何必参与呢,0
1922,庄则入为寿,1
1923,又任命他为国子博士,0
1924,百越之君 俯首系颈 委命下吏,1
1925,放意填坑岸也,1
1926,徐庶见先主 先主器之 谓先主曰,1
1927,并汝曹所见也 勿为妖妄之费,1
1928,愈日不朝参 即入班中,1
1929,奉命于危难之间 尔来二十有一年矣,1
1930,吴儿善泅者数百 皆披发文身,1
1931,今入关 财物无所取,1
1932,秦人不暇自哀 而后人哀之,1
1933,来安定自己的部属,0
1934,密备弟子礼北面拜之,1
1935,贤大夫的事迹不去记述 丢弃先父生前的殷勤嘱托,0
1936,或百步而后止 或五十步而后止,1
1937,不朽之盛事 年寿有时而尽 未若文章之无穷,1
1938,鲁拱手曰 观公状貌 被服 非豪纵者,1
1939,于是赵王乃斋戒五日 使臣奉璧 拜送书于庭,1
1940,先生嘴里不断地诵读六经的文章,0
1941,送到京城 又让他做国子博士,0
1942,陈胜曰 天下苦秦久矣,1
1943,庄贾何人 反噬城父,1
1944,独夫之心 日益骄固,1
1945,盖知闻名须有消息 不必期於颠沛而走也,1
1946,山家寂寞兮难久留,1
1947,悍吏之来吾乡 叫嚣乎东西 隳突乎南北,1
1948,能够一辈子因见到他们就极悲痛以至和他们断绝往来吗,0
1949,第二天 有客人从外面来拜访 邹忌与他相坐而谈,0
1950,强调教育体系应与儒学为核心,0
1951,服侍的仆人拿着热水为我浇洗,0
1952,伙颐见杀 腹心不与,1
1953,其出人也远矣 犹且从师而问焉,1
1954,为窗八 为箬篷 为楫 为炉 为壶 为手卷 为念珠各一,1
1955,指顾之际 山与舟相逼,1
1956,邺下有一领军 贪积已甚,1
1957,项王许诺,1
1958,年纪老迈 智力衰退 所以安于休息,0
1959,富贵非吾愿 帝乡不可期,1
1960,争个不停 一定会去找那能判断是非的人而听从他的命令,0
1961,扑 一曰鞭,1
1962,翱至零口北 有畜鸡二十二者 七雄 十五雌,1
1963,孔子曰 苛政猛于虎也,1
1964,兹非其幸欤 动而得谤 名亦随之,1
1965,世人多有生了女儿不养育,0
1966,怎能不攀附景仰啊,0
1967,彼与彼年相若也 道相似也,1
1968,其巴山峡川有两人合抱者 伐而掇之 其树如瓜芦,1
1969,易 著天地 阴阳 四时 五行 故长于变 礼,1
1970,相如说 秦国强 赵国弱 不能不答应它,0
